조회연도,대학명,대학코드,문서종류,다운로드링크
2027,"성결대학교[본교]","0000131","수시 모집요강","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000257611&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000131&searchSyr=2027"
2027,"성공회대학교[본교]","0000132","수시 모집요강","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000257627&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000132&searchSyr=2027"
2027,"성균관대학교[본교]","0000133","수시 모집요강","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000256732&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000133&searchSyr=2027"
2027,"성신여자대학교[본교]","0000136","수시 모집요강","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000242955&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000136&searchSyr=2027"
2027,"세명대학교[본교]","0000137","수시 모집요강","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000251737&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000137&searchSyr=2027"
2027,"세종대학교[본교]","0000138","수시 모집요강","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000257391&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000138&searchSyr=2027"
2027,"세한대학교[본교]","0000092","수시 모집요강","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000242922&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000092&searchSyr=2027"
2027,"송원대학교[본교]","0000243","수시 모집요강","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000257444&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000243&searchSyr=2027"
2027,"수원가톨릭대학교[본교]","0000139","수시 모집요강","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000256354&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000139&searchSyr=2027"
2027,"수원대학교[본교]","0000140","수시 모집요강","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000243043&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000140&searchSyr=2027"
2027,"숙명여자대학교[본교]","0000141","수시 모집요강","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000257529&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000141&searchSyr=2027"
2027,"순천향대학교[본교]","0000142","수시 모집요강","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000256618&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000142&searchSyr=2027"
2027,"숭실대학교[본교]","0000143","수시 모집요강","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000257930&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000143&searchSyr=2027"
2027,"신경주대학교[본교]","0000065","수시 모집요강","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000242935&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000065&searchSyr=2027"
2027,"신라대학교[본교]","0000144","수시 모집요강","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000257624&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000144&searchSyr=2027"
2027,"신한대학교[본교]","0002712","수시 모집요강","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000257410&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0002712&searchSyr=2027"
2027,"신한대학교[제2캠퍼스]","0002800","수시 모집요강","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000257413&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0002800&searchSyr=2027"
2027,"아신대학교[본교]","0000145","수시 모집요강","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000242967&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000145&searchSyr=2027"
2027,"아주대학교[본교]","0000146","수시 모집요강","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000257290&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000146&searchSyr=2027"
2027,"안양대학교[본교]","0000147","수시 모집요강","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000257836&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000147&searchSyr=2027"
2027,"안양대학교[제2캠퍼스]","0000148","수시 모집요강","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000257839&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000148&searchSyr=2027"
2027,"연세대학교(미래)[분교]","0000150","수시 모집요강","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000242927&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000150&searchSyr=2027"
2027,"연세대학교[본교]","0000149","수시 모집요강","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000242991&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000149&searchSyr=2027"
2027,"영남대학교[본교]","0000151","수시 모집요강","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000243058&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000151&searchSyr=2027"
2027,"영남신학대학교[본교]","0000153","수시 모집요강","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000257933&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000153&searchSyr=2027"
2027,"영산대학교[본교]","0003193","수시 모집요강","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000257062&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0003193&searchSyr=2027"
2027,"영산대학교[제2캠퍼스]","0003194","수시 모집요강","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000257085&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0003194&searchSyr=2027"
2027,"영산선학대학교[본교]","0000155","수시 모집요강","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000256222&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000155&searchSyr=2027"
2027,"예수대학교[본교]","0000228","수시 모집요강","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000256761&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000228&searchSyr=2027"
2027,"예원예술대학교[본교]","0000218","수시 모집요강","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000255202&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000218&searchSyr=2027"
2027,"예원예술대학교[제2캠퍼스]","0000219","수시 모집요강","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000257697&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000219&searchSyr=2027"
2027,"용인대학교[본교]","0000156","수시 모집요강","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000252293&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000156&searchSyr=2027"
2027,"우석대학교[본교]","0000157","수시 모집요강","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000255210&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000157&searchSyr=2027"
2027,"우송대학교[본교]","0000240","수시 모집요강","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000256801&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000240&searchSyr=2027"
2027,"울산대학교[본교]","0000158","수시 모집요강","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000242895&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000158&searchSyr=2027"
2027,"원광대학교[본교]","0000159","수시 모집요강","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000256240&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000159&searchSyr=2027"
2027,"위덕대학교[본교]","0000160","수시 모집요강","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000256764&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000160&searchSyr=2027"
2027,"유원대학교[본교]","0000154","수시 모집요강","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000256846&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000154&searchSyr=2027"
2027,"을지대학교[본교]","0000161","수시 모집요강","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000242939&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000161&searchSyr=2027"
2027,"을지대학교[제2캠퍼스]","0000162","수시 모집요강","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000242942&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000162&searchSyr=2027"
2027,"을지대학교[제3캠퍼스]","0002911","수시 모집요강","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000242945&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0002911&searchSyr=2027"
2027,"이화여자대학교[본교]","0000163","수시 모집요강","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000256914&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000163&searchSyr=2027"
2027,"인제대학교[본교]","0000164","수시 모집요강","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000242958&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000164&searchSyr=2027"
2027,"인천가톨릭대학교[본교]","0000168","수시 모집요강","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000256512&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000168&searchSyr=2027"
2027,"인천가톨릭대학교[제2캠퍼스]","0000167","수시 모집요강","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000256529&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000167&searchSyr=2027"
2027,"인천대학교[본교]","0002660","수시 모집요강","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000255133&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0002660&searchSyr=2027"
2027,"인하대학교[본교]","0000169","수시 모집요강","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000242994&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000169&searchSyr=2027"
2027,"장로회신학대학교[본교]","0000170","수시 모집요강","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000243089&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000170&searchSyr=2027"
2027,"전남대학교[본교]","0000023","수시 모집요강","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000257031&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000023&searchSyr=2027"
2027,"전남대학교[제2캠퍼스]","0000024","수시 모집요강","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000257406&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000024&searchSyr=2027"
2027,"전북대학교[본교]","0000025","수시 모집요강","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000257039&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000025&searchSyr=2027"
2027,"전주교육대학교[본교]","0000258","수시 모집요강","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000257927&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000258&searchSyr=2027"
2027,"전주대학교[본교]","0000171","수시 모집요강","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000257344&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000171&searchSyr=2027"
2027,"제주국제대학교[본교]","0000248","수시 모집요강","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000256480&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000248&searchSyr=2027"
2027,"제주대학교[본교]","0000027","수시 모집요강","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000243121&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000027&searchSyr=2027"
2027,"조선대학교[본교]","0000172","수시 모집요강","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000258244&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000172&searchSyr=2027"
2027,"중부대학교[본교]","0000173","수시 모집요강","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000257248&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000173&searchSyr=2027"
2027,"중앙대학교[본교]","0000175","수시 모집요강","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000257306&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000175&searchSyr=2027"
2027,"중앙대학교[제2캠퍼스]","0000174","수시 모집요강","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000257348&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000174&searchSyr=2027"
2027,"중앙승가대학교[본교]","0000177","수시 모집요강","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000256218&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000177&searchSyr=2027"
2027,"중원대학교[본교]","0000239","수시 모집요강","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000258148&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000239&searchSyr=2027"
2027,"진주교육대학교[본교]","0000260","수시 모집요강","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000257865&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000260&searchSyr=2027"
2027,"차의과학대학교[본교]","0000187","수시 모집요강","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000256833&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000187&searchSyr=2027"
2027,"창신대학교[본교]","0000249","수시 모집요강","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000254999&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000249&searchSyr=2027"
2027,"청운대학교[본교]","0000284","수시 모집요강","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000255177&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000284&searchSyr=2027"
2027,"청주교육대학교[본교]","0000261","수시 모집요강","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000256420&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000261&searchSyr=2027"
2027,"청주대학교[본교]","0000179","수시 모집요강","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000256989&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000179&searchSyr=2027"
2027,"초당대학교[본교]","0000246","수시 모집요강","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000256656&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000246&searchSyr=2027"
2027,"총신대학교[본교]","0000180","수시 모집요강","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000256593&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000180&searchSyr=2027"
2027,"추계예술대학교[본교]","0000181","수시 모집요강","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000251907&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000181&searchSyr=2027"
2027,"춘천교육대학교[본교]","0000262","수시 모집요강","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000256908&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000262&searchSyr=2027"
2027,"충남대학교[본교]","0000029","수시 모집요강","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000237615&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000029&searchSyr=2027"
2027,"충북대학교[본교]","0000030","수시 모집요강","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000242855&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000030&searchSyr=2027"
2027,"칼빈대학교[본교]","0000184","수시 모집요강","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000257515&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000184&searchSyr=2027"
2027,"평택대학교[본교]","0000186","수시 모집요강","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000257983&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000186&searchSyr=2027"
2027,"포항공과대학교[본교]","0000188","수시 모집요강","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000256199&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000188&searchSyr=2027"
2027,"한경국립대학교[본교]","0000037","수시 모집요강","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000257388&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000037&searchSyr=2027"
2027,"한국공학대학교[본교]","0000247","수시 모집요강","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000242981&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000247&searchSyr=2027"
2027,"한국교원대학교[본교]","0000031","수시 모집요강","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000252047&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000031&searchSyr=2027"
2027,"한국기술교육대학교[본교]","0000189","수시 모집요강","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000255080&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000189&searchSyr=2027"
2027,"한국성서대학교[본교]","0000191","수시 모집요강","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000257440&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000191&searchSyr=2027"
2027,"한국외국어대학교[본교]","0000192","수시 모집요강","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000257112&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000192&searchSyr=2027"
2027,"한국체육대학교[본교]","0000032","수시 모집요강","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000257310&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000032&searchSyr=2027"
2027,"한국침례신학대학교[본교]","0000182","수시 모집요강","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000256838&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000182&searchSyr=2027"
2027,"한국항공대학교[본교]","0000194","수시 모집요강","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000257160&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000194&searchSyr=2027"
2027,"한남대학교[본교]","0000195","수시 모집요강","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000256580&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000195&searchSyr=2027"
2027,"한동대학교[본교]","0000196","수시 모집요강","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000256115&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000196&searchSyr=2027"
2027,"한라대학교[본교]","0000197","수시 모집요강","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000252027&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000197&searchSyr=2027"
2027,"한림대학교[본교]","0000198","수시 모집요강","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000256533&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000198&searchSyr=2027"
2027,"한서대학교[본교]","0000199","수시 모집요강","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000257261&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000199&searchSyr=2027"
2027,"한성대학교[본교]","0000200","수시 모집요강","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000256853&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000200&searchSyr=2027"
2027,"한세대학교[본교]","0000201","수시 모집요강","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000242919&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000201&searchSyr=2027"
2027,"한신대학교[본교]","0000202","수시 모집요강","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000256624&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000202&searchSyr=2027"
2027,"한양대학교(ERICA)[분교]","0000204","수시 모집요강","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000257781&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000204&searchSyr=2027"
2027,"한양대학교[본교]","0000203","수시 모집요강","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000257097&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000203&searchSyr=2027"
2027,"한일장신대학교[본교]","0000206","수시 모집요강","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000258020&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000206&searchSyr=2027"
2027,"협성대학교[본교]","0000207","수시 모집요강","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000252867&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000207&searchSyr=2027"
2027,"호남대학교[본교]","0000208","수시 모집요강","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000256621&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000208&searchSyr=2027"
2027,"호남신학대학교[본교]","0000209","수시 모집요강","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000245186&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000209&searchSyr=2027"
2027,"호서대학교[본교]","0000211","수시 모집요강","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000256550&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000211&searchSyr=2027"
2027,"호원대학교[본교]","0000282","수시 모집요강","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000256723&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000282&searchSyr=2027"
2027,"홍익대학교[본교]","0000212","수시 모집요강","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000257509&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000212&searchSyr=2027"
2027,"홍익대학교[제2캠퍼스]","0002949","수시 모집요강","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000257512&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0002949&searchSyr=2027"
2027,"화성의과학대학교[본교]","0000233","수시 모집요강","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000257746&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000233&searchSyr=2027"
2027,"가야대학교[본교]","0002748","정시모집","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000255225&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0002748&searchSyr=2027"
2027,"가천대학교[본교]","0000063","정시모집","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000242953&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000063&searchSyr=2027"
2027,"가톨릭관동대학교[본교]","0000072","정시모집","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000245720&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000072&searchSyr=2027"
2027,"가톨릭꽃동네대학교[본교]","0000215","정시모집","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000257912&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000215&searchSyr=2027"
2027,"가톨릭대학교[본교]","0000046","정시모집","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000245156&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000046&searchSyr=2027"
2027,"가톨릭대학교[제2캠퍼스]","0000048","정시모집","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000257285&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000048&searchSyr=2027"
2027,"가톨릭대학교[제3캠퍼스]","0000049","정시모집","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000257175&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000049&searchSyr=2027"
2027,"감리교신학대학교[본교]","0000050","정시모집","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000256497&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000050&searchSyr=2027"
2027,"강남대학교[본교]","0000051","정시모집","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000242901&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000051&searchSyr=2027"
2027,"강서대학교[본교]","0000079","정시모집","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000255088&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000079&searchSyr=2027"
2027,"강원대학교[본교]","0000003","정시모집","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000243391&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000003&searchSyr=2027"
2027,"강원대학교[제2캠퍼스]","0000004","정시모집","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000244306&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000004&searchSyr=2027"
2027,"강원대학교[제3캠퍼스]","0003363","정시모집","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000248009&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0003363&searchSyr=2027"
2027,"강원대학교[제4캠퍼스]","0003364","정시모집","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000248013&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0003364&searchSyr=2027"
2027,"건국대학교(글로컬)[분교]","0000053","정시모집","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000247759&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000053&searchSyr=2027"
2027,"건국대학교[본교]","0000052","정시모집","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000243062&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000052&searchSyr=2027"
2027,"건양대학교[본교]","0000054","정시모집","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000257543&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000054&searchSyr=2027"
2027,"건양대학교[제2캠퍼스]","0000055","정시모집","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000257546&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000055&searchSyr=2027"
